ID,review_body,sentiment
830,Last night's  was great apart from the food running out 1 hour after the doors open. It's sponsored by,irony
832,Plot twist: I'm the nicest and most reasonable person you'll ever meet but it sure doesn't look like it...,irony
838,"i'm watching a walk to remember, an english movie, for the very first time he he he how amazing is that 😅👌💕",irony
873,"She orders Pizza. Throws and says 'not tasty'.  Far away another girl founds a piece of bread on road, eats and says 'thanks god'.",irony
899,One good thing is one of the businesses in town is set up by an ex-student of mine. Might have to tap him up for some work.,irony
901,There's a whole chapter on how to use drugs  to enhance your love life.,irony
906,"Ohio zoo presses charges against man who petted cougars   via    We cage them (good), you pet them (bad).",irony
911,loooong before brushes. Niggas just really didn't care. Now they make the effort to look like they don't 😂,irony
913,Thanks   for making a cabinet depth refrigerator last for only 7 years. Glad I made the investment.,irony
940,"Poor  tied for not repaying.Yet there are many with crores outstanding, who looted crores roaming free",irony
968,Annoying when the towels you've kept nice and white turns into a dingy white/grey in one evening.,irony
1012,"Took a few days for it to dawn on me, but I kid you not...it really is called that. Six Corners, officially.",irony
1065,From    &amp;  ! Wow!!  this is about to be good!!,irony
1109,The  of the Great  / L' de la Grande .,irony
1116,"The bigger the layoff, the greater the gain. A good time to buy energy sector stocks? Insert Ironic Message Here.",irony
1119,Is it really true that when   proudly went to open a food bank (something to be proud of???) they laid on a buffet?!,irony
1132,Thought Y don't India Ban Muslims when saw  news. But when you hear about APJ Abdul Kalam who was the greatest man.,irony
1144,I wear a suit and tie to work everyday. I should really be wearing a construction hat with a tool belt,irony
1171,"Amazing how many Bostonians are anti-Olympics b/c they fear cost overruns, yet they perennially vote for Democrats to run the state.",irony
1196,"Boston, arguably one of the nation's greatest sports towns, rejects one of the world's greatest sports events.",irony
1213,oooosh and he's Taurus he really should of known,irony
1221,I love that the title of the session OFFENSIVE BODY LANGUAGE is being yelled at me...,irony
1225,"man it's really funny when your always there for someone when they need something, but when you ask for a favor they blow you off..",irony
1233,"The great  is that when hunting is banned, poachers decimate wildlife. Owned animal populations thrive.",irony
1237,It takes an entire term for this administration to legislate Freedom of Information. Is it really difficult to make this as a policy?,irony
1280,All the girls who preach about girls needing to be nice and all this crap are some of the meanest girls I know,irony
1316,"much appreciated! Prepping for the exam really hammers in the basic tenet of finance ""work (invest) now for future gains""",irony
1325,Kinda funny how Goodell wouldn't give over his phone in the Mueller report but the  wanted Brady's,irony
1346,"So, a man who once destroyed evidence that could have hurt Pats is now punishing a Pats QB for destroying evidence.",irony
1354,Pats fans hate  right now. So they'll fight back by...buying more  merchandise at the NFL shop.,irony
1373,Of course we score runs when Teheran pitches.   2 would've been good enough for Shelby or Wood last night.,irony
1380,Sorting books and found this one.,irony
1394,Goodell is just trying to restore his reputation while ruining the reputation of one of the best QBs of all time at the same time,irony
1412,most nice people with superior morals tend to avoid calling people trailertrash,irony
1426,"brilliant...that odd   jingle sounded a lot like ""couldn't get it right"" by the climax blues band",irony
1436,I really REALLY want to start a Bullet Journal but I also feel like I don't have time/patience for that,irony
1437,Survivors and our allies wrote that letter. Be nice if   focused on us for a moment.,irony
1441,When  say greatness doesn't need to be advertised and quote  I just remember the Rs.500cr advertising budget.,irony
1447,"My Question is, when will God Use  as Example of Great Sense of  &amp; ?!",irony
1475,many of those now crying foul were calling for the end the old system,irony
1487,Wait. The Phillies play the Blue Jays tonight in Toronto. It cannot get any better than this.   you are GOOD!,irony
1491,Someone on FB called Goodes a sook. I asked why and got called a faggot. Who's the sook?,irony
1495,"This show was great, funny as hell but so much thought....",irony
1497,You're asking ALLAH for the things you want. But are you doing what he wants you to do? Really?,irony
1500,really? $50 for a tees shirt?   (Vine by  ),irony
1515,Champion Adam Goodes gets booed at Subiaco Oval - Aussies cheer every time they make a run at Edgebaston,irony
1565,"After we started building our own masks for    yesterday, we're now about to colour them. And I simply love it",irony
1580,Please help me and vote for my   on   it seems  in light of the recent tragedy RIP  thanks,irony
1585,This guy on the news says we should send immigrants home.,irony
1587,I downloaded an app to keep track of what I eat today. Good thing I ate McDonald's LAST night 😂,irony
1592,"Girls won't talk to me, cause they think I'm talking to girls.  . But I have Netflix, which is nice.",irony
1595,"The ""nationalization of "" has driven private insurance co. profits through the roof.  They obviously had good lobbyists.",irony
1598,"Good responses,everyone is 'extreme' when  discussed,no detail or nuances which is crucial 2",irony
1599,"Great podcast . SD initiative (like Carson) would only need 66,000 signatures and avoid EIR.   =70K",irony
1602,Thanks for signing your resignation letter from the Post Office. Please put it in your outgoing post for me,irony
1603,"Comment policy: ""Be Nice. No racism, sexism or any sort of -ism that is degrading to another person.""",irony
1615,It's SUCH a good idea for the Obama admin to hold or deport only the worst of the worst criminal aliens.,irony
1651,Life will trick you into thinking you had a good day and then... I believe a million songs have been written about that.,irony
1666,"the words ""I'm a Police Officer"" makes having a gun pointed at you more acceptable and less frightening? In the US? Really?",irony
1667,"Amazing! There's more money for culture in Madrid than Barcelona, who'd have guessed!",irony
1677,Actually the words from you both on this thread is really bad. He is human being.  We all have flaws.,irony
1685,"""It's not bloody racism its political correctness gone mad! Whats next? Banning team colours?""",irony
1693,Please help! Please vote for my   on   it's  in light of the recent tragedy RIP  thanks,irony
1695,| On a more somber note - good luck with the soup. I've nursed a food tech thru food poisoning. Nasty but survivable.,irony
1707,Home affairs for Carmichael - Lib Dems voice on justice undergoing formal investigation into his conduct. Great choice,irony
1721,steps outside a really great restaurant is a homeless group.  As I get my morning granola a…,irony
1722,Maybe the central platform of the   is now  ??? Forget good journalism &amp; concentrate on irony instead?,irony
1724,Happy birthday Christopher Nolan,irony
1729,Weeks ago I mentioned  in  is too legit for its own good...Now its too gimmicky in,irony
1737,VS2015 Enterprise and Resharper not playing nicely with each other.,irony
1760,"Appreciated! Thanks to   new followers, $TWTR sends text to Congratulate.",irony
1830,: pretty amazing that you are at  &amp;   &amp;   aren't. Is  the right word?,irony
1833,!! DWS Certainly Wasn't Expecting REALLY REAL QUESTIONS!! HAHA! Difference between Dems &amp; Socialist!,irony
1836,Protesters blocking Fennica which carries a capping stack (device that plugs an oil well blowout)? Now I'm really confused.,irony
1856,There's no talking to you. Good luck on your mission to save the Sea Turtles.,irony
1864,class I am still on wait list # 3 I havent moved I really want. But the other 1 on wait list for I've moved up 3 spots wth Im # 4??,irony
1878,"Great post on late hw policies, feedback, and ""accountability.""",irony
1895,"Rahul addressing FTII students: ""The problem is putting mediocre people on top of an institution"" Really!",irony
1897,technically yes...I work for the govt...so yeah...but feel good knowing I got an  product on sale at Winners,irony
1906,That moment when ğan asks to investigate opposition leader for using propaganda.,irony
1924,many thanks. So frustrating - it's making (evidently much needed) advice less accessible,irony
1928,: Really enjoying the summer. Took the kids shoplifting in Lewisham shopping centre yesterday. This is,irony
1935,Invest or release wit Free Trade? The EU's CAP is the greatest instrument of poverty in Africa.,irony
1963,nice 2 see u out of the studio and doing a light story. Was on Wed's news riding my bike on cycle theft story,irony
1965,"Still struck by how  Portland's St. John Bridge protest was. Some great press &amp; raised $ in donations, but at PDX Taxpayers expense.",irony
2000,"Great project   , but check your privacy link on",irony
2006,"ACA help KS fill budget holes. Last yr, with $55M in Medicaid drug rebates, now with $17M in higher SCHIP match.",irony
2010,Classic  the top ofthecity  free @ Coney Island USA,irony
2025,"Let’s start with the  !  Yes, that was  clearly we’re too good for socialist metrics",irony
2045,"the list plenty so me I tag them as ""HOUSE OF COMIC"" almost 85% of them are dishonourable",irony
2053,When You finally get what you want you only then realize it wasnt really what you wanted in the end...  ?,irony
2062,Sometimes the more you resist what's good for you the more it hurts. But do you know what's good for you??,irony
2115,Upgraded # ubuntu's  to the 3.16.0-45. It broke  and the suspend on ram hung on restore. Great work,irony
2124,amazing after a week of issues &amp; 1hr trying to speak someone that your hold music told me not 'to lose my self control',irony
2141,"Good Bye Lenin! RT    same people who stand on pro-""choice"" want a socialist leader",irony
2143,Mmmmm good       @ Dubai Airport Terminal 1,irony
2148,I shall remember this while I wait in a hot &amp; crowded carriage during a signal failure. Thanks 👍🏼,irony
2186,"Not many people know this because I rarely have visitors, but I have some great coffee table books.",irony
2208,I have drastically reduced myself from social media sites and it is wonderful.,irony
2213,It's like 2 Mosquitos in your Cabernet   A little too ironic...and yea I…,irony
2226,A society in which wealth is the measurement of happiness and English is the measuring of intellect.,irony
2227,Not yet. It's on my list. I saw one where he was an amnesiac. That was good. Forgot what it was called.,irony
2239,I think octane should play more  . All their songs are amazing! It's Never Enough,irony
2252,Really good piece on   on climate scientists being harassed has an F150 ad?,irony
2253,Gov of Pak to release 163 Indian Fishermen this Aug...  A token of thanks for Border Killings? :/,irony
2258,People on Twitter really celebrate this day... wow... I mean I cant believe my eyes...,irony
2281,Ha ha love it when women use derogatory words to me &amp; say I lack class.......like being a nasty woman is classy ha ha! KD,irony
2284,Just caught up on the       fight... Amazing. Actually hurt my back jumping out of bed as she knocked her out!,irony
2293,"I thought that's part of football , and  the score what really matters 😂😂😂",irony
2304,you're obviously not working hard enough - you're job's brilliant and you look happy,irony
2330,"Love me a 100 yd dash at LosAl! Makes for a good end to the weekend! ... Also, the last weekend with no football.",irony
2342,"Mom: ""Those pants look GREAT with that top! It's like a whole beach-y look!"".....as I'm writing a beach bday scene.",irony
2345,"Great way to express your doubt about someone's verbal ability, Kirk: ""inability to conversate.""",irony
2351,amazing how the only people who are offended weren't aborted themselves.,irony
2356,Some folk comparing the lion getting shot to cows getting killed are amazing i bet they typed it while eating a burger,irony
2363,Good read  what we care about most in this world --- What Cecil the lion means to Zimbabwe,irony
2366,"Loved   blasting FSU in a ""hot take"" which immediately segued into a story featuring FSU and PB County great  .",irony
2402,Isn't it  that the PATH never  makes SENSE until you have completed it. U Look back and GO Ahhh I get it,irony
2417,This book is really interesting and I'm posting an ego bashing thing on social media  ?,irony
2459,Eating some amazing Hypnotic  at   while others are running &amp; cycling.,irony
2489,"Some good insight. I would, however, drink hot chocolate for this.",irony
2520,it's  that the biggest  we take is just living as who we are; that really shouldn't be a risk at all.,irony
2540,"that I am a loud proclaimer of the good of dentistry, yet have massive fear to get my own teeth cleaned...",irony
2549,Every Time I See Someone That Writes Like This I'm Just Like.. Really u took the time to do all that,irony
2550,"Amazing that if you dare talk about men's orgasms as central to the demand to buy sex, you're labelled a prude",irony
2563,"Sometimes saying your opinion out is not a good decision. Obedience is the key, as what their ancestors say",irony
2569,"When someone very rude and disrespectful tells me, a respectful person, that I really need to be more respectful…. Um, excuse me…? No",irony
2580,Very few startups in manufacturing! Everyone busy making apps! We feel good about  campaign.,irony
2587,Turns out the best environmentally friendly cleaner for stainless steel is elbow grease,irony
2598,Sadly haters never leave us alone. They have a lot of free time because they're not trying to attain greatness.,irony
2608,I feel it's  that we at first couldn't get the shower to work and then I couldn't get it to stop.. Good thing Twin fixed it,irony
2611,What slowed my productivity this am?I found an account on Instagrm of a lady who rehabs sloths.,irony
2623,GOOD lecturing is good.  BAD lecturing is BAAAAAAAD.  But bad lecturers seldom think they're bad.,irony
2673,Who wants to guess what the brilliantly creative  (bought) future MN United MLS stadium name will be? Best Buy Stadium is my top pick,irony
2675,"It's sad to hear that you don't ""condone racism"",  , something tells me you would be great at it.",irony
2678,Of course I'm good at balancing things in my life.,irony
2703,Beautiful example of dumb Twitter trolls.  Who's,irony
2728,Let your heart speak to other's hearts.,irony
2743,😕 I Dnt Hate You RT  : Brownskin girls always hated me but I never really had a lightskin gf,irony
2769,"Vienna's local gov was always great at picking priorities: gendercorrect parking places,  FINALLY! Yes,",irony
2771,the  thing about government and the system as such is that neither really get better they just get bigger.. bigger in cost and issues,irony
2772,Good to see  training taking place outside the office.    that  are…,irony
2786,"Haha! I've been followed now by Buddhist Wristbands with the tagline ""Authentic wristbands blessed with good karma""",irony
2791,""" : Did the President really say killing humans &amp; harvesting their organs is an atrocity?",irony
2839,Any day that starts with a note from   is a good day,irony
2850,"Yesterday: first run with   (3.5 miles). Felt good, some minor problems.  Today: feeling imprisoned in beloved   Free.",irony
2851,"Ok so it is a little mean, but it's a good way to remember what irony is.",irony
2877,"Someone thought it was a good idea to put a flashing sign along the road that says ""focus on driving"".",irony
2892,"finds it  that the 2nd wife thing was a plot twist on ""Mad Men,"" but really happened on",irony
2913,Good to see Suarez stepping in as peacemaker   : Messi headbutts and grabs throat of Yanga-Mbiwa,irony
2915,"No conductors on tram but already paid, channeling some Alanis Morrisette there",irony
2925,LOL at the sign saying there is a good service on the London Underground,irony
2927,"And the Tube strike prevented me from being there.  Great idea, though. Sure it was much appreciated.",irony
2935,"brilliant performance amazing athlete, great that he can come back from the Worlds and train in Derby's new 50m pool",irony
2947,"Someone in ch, tried to swing and struck out this week😂😂",irony
2968,I used to think I was so good at self examining myself to recognize flaws turns out I'm quite miserable at it. except in this case,irony
2972,"It's fantastic. And I'm only in the first few chapters. I didn't realize, but it's read on audio by   . Some",irony
2973,great!     :,irony
2974,"If you think it's okay to lie to win an argument because that serves the greater good, that's your 1st clue you're on the wrong side.",irony
2993,Sorry. I'm not. I really like it. We ought to add  to our tweets if actually ironic. ^_^*,irony
3017,courtesy of,irony
3022,Picked a great day to leave my umbrella at home!,irony
3027,It's funny when I'm working out 💪 &amp; people walk by outside while stuffing their faces with junk food🍆🍔🍟🍬🍪! Great motivation!!!,irony
3037,Good price for a Warburtons loaf. What else could u buy for a quid...a club maybe?,irony
3039,I watched last night's The Great British Bake Off today and it was amazing as always :') missed it last night because I was baking..,irony
3041,What you seek is within you. Otherwise it is in the fridge.       #…,irony
3046,"Wifey looking that prices of LEGO Dimensions, which she really wants to play... ""How can it be that expensive? This is a kid's game!""",irony
3050,"Deborah Moggach, novelist: 'Great writers have humour and irony in their DNA' - The Independent",irony
3068,Idk why but I am breaking out in zits. Just so you know teens!  are for adults too.  is that I had pretty good skin as a teen...,irony
3070,Did we really need to crowdsource and air shitty selfie videos of people asking questions that are extremely obvious?,irony
3105,HOLY CRAP did I really just see a  attack ad calling   a career politician literally MINUTES after the debate?,irony
3108,Scott Walker says Democrats can't find one good candidate as he competes with 9 others to be his party's nomination,irony
3113,"makes me sad, but not for the reason you think. I'm sad the greatest satirist of our time has been reduced to a hashtag.",irony
3142,"Yo, Scott Walker really just said he'd let a mother die from a life threatening pregnancy because he's pro-life",irony
3143,"While     is calling   ""the great governor"",   is covering   e-mails.",irony
3168,The abandoned vehicle in front of my apartment has a license plate that starts with AFK,irony
3171,rarely get good connectivity with the current 3g and you are asking us to take 4g ..,irony
3236,"Saw a girl with ""bad decisions=good stories"" shirt today at walmart.. she had two kids.. of different colors..",irony
3249,"If this  has to say ""goodbye"" to one more late night talk show host....",irony
3271,Donald Trump probably thinks he has soo much support but it's really just people being ironic,irony
3278,"Why is it that all the ""How To Read Your Score Report"" examples for the Pearson tests have a failing score?",irony
3280,"Went to a different   than usual today. Why is it, the nicest cleanest LA Fitness gyms, are the ones NOT in LA?",irony
3284,Its so  to see a person with glasses remove it to get a clearer view øf something amazing  for,irony
3305,Really shocked thAt people think    makes a valid point when it's all  and,irony
3328,Yeah. Cause humans have nothing to do with what's happening with Roma. It's all god and what they did to him. Nice spin.,irony
3337,"it's like rain on your wedding day, it's a free ride when you've already paid. It's the good advice, but you just didn't take",irony
3342,Nice surprise LUCKY   30 signs you grew up in  in the 90s  As   said -  dontcha think ;),irony
3347,"Likes the quote: ""Everything was beautiful and nothing hurt.""   via",irony
3359,"trump THE RUDEST SCUMBAG ON THE FACE OF THE EARTH ,DEMANDS TO BE ""TREATED NICE""",irony
3365,It's brilliant. Photocopier one is great too. And radio. I love the 1980's detailing.,irony
3384,How do we know if Ronda Rousey is even a good fighter? She doesn't even have 5 minutes of collective experience in the octagon...,irony
3412,I'm shocked I didn't even know u liked peppers . Really weird tho cuz I hate peppers and I had one today ??????,irony
3416,but thanks for exposing your own racism in generalizing based on a tweet by one person. :),irony
3425,"Listen to ""The Less I Know the Better ""by Tame Impala   😁good for your soul.",irony
3433,When you go to  for one thing and you leave with over $100 of goods but forget the one thing you went there for...,irony
3454,"I've never met an animal I didn't like.,.. people?? It's hard to meet who can measure up to the good nature of animals",irony
3468,That moment when you are inside a Croma store and more than 100 TV screens starts playing Amazon sale &amp; great offers on electronics.,irony
3505,.  Are U aware of  where tables R turned on Trump heZ one  Prez-hopeful among many Greater irony if he's a LOSER,irony
3508,.  No 1 sees  where tables turned on Trump &amp; he becomes 1  Prez-hopeful among many Greater irony he winds up LOSER,irony
3524,what's really amazing is that a sexist douchbag can actually compete to become US president,irony
3531,.  No one sees  where tables R turned on Trump he is one  Prez-hopeful among many. Greater irony he winds up LOSER,irony
3533,Says Carlo who is dressed more American than 'New Kids on the Block'.,irony
3548,"Narset got off to a great start, but stalled out once the table ganged up on me (deservedly so). Ended up scooping to a Narset emblem",irony
3566,"Did I just hear Josh say, ""Let's not let the facts get in the road of a good story""  I didn't realise he was so funny...",irony
3608,did I really just hear William Humphrey object to a parade because it was about something that happened 40 years ago?,irony
3653,Sums up nice the place,irony
3658,Gov taxes cigs hugely ostensibly for health reasons which drives ever more ppl to counterfeit goods which are dangerous,irony
3691,"The big guy upstairs is really trying to test out if I meant what I said, I guess I'm gonna find out",irony
3696,"Yup, they could be nice people but US attacked Iraq, so they had to turn to murdering scum.",irony
3710,"Just met granddaughter of NY Giants great Mel Ott, talking crossword puzzles at a bookstore, all while wearing a Bklyn   shirt",irony
3712,Amazing 8 days in Cuba. Now stuck on   bouncing between FLL and MIA for 4.5+ hours 😡😒😠,irony
3744,Fooling around with a vegan made me realize they taste really good which also made me want meat in my mouth,irony
3750,It's like rain on your wedding day  It's a free ride when you've already paid  It's the good advice that you just didn't take.....,irony
3771,"I really appreciate that the music playing in my snap chat story 'before demo' is ""0-100"" and then the next pic I'm in the ER.",irony
3776,I guess the grass is greener on the other side,irony
3790,"Woke up to smoke in my room this mornin, my crystal ball reflecting the glare of the sun through the window. Good job I woke up.  🔮☀🔥",irony
3829,Flipmode. Flipmode is the greatest! xwatchmanx42: OMG IT'S      …,irony
3849,You really did it. You wrote an article about frustrating iPhone games and missed   How dare you?!,irony
3876,Does it really count as free if you have to pay $79.99? Not sure I understand,irony
3877,Great. Now if only the folks selling guns illegally will collect that tax... All will be well.,irony
3881,Well of course they deserve a hug considering they have been such good boys and girls.,irony
3892,won't apologize for good journalism. Good journalism from ? Lol  at its finest!,irony
3908,"Realize I could delete prior tweet, but  &amp;  suggest otherwise. Nice walk-off,  !",irony
3945,There is a fantastic  in  loon   not being able (confirmed) to understand the chart!,irony
3960,"Great line in ""Creativity, Inc."": ""Trying to avoid failure by out-thinking it dooms you to fail.""-- .",irony
3970,Guess this was a great advertisement for  ..  No,irony
3977,Neighbors hardly speak. One person who said Good Morning was a police officer driving by my house.,irony
4002,"Great bookstore, ironic sign        …",irony
4004,Today we find out who gets to blow up a perfectly good power plant so the recreaplex can pay its power bill,irony
4028,WOW GREAT SHOW such a responsive lovely audience. Tonight's     !!!! Aaaahh! 🍴🍃😁,irony
4030,The new   single features   and is AMAZING. It’s called ‘Disappointing',irony
4033,"It's amazing how much fear and hate there is for , staggeringly most seems to come from",irony
4049,In which I neurotically discuss a healthy lifestyle  ft. a really cute,irony
4074,I'm not really clear on the definition of  but does a   ad running during an episode of Star Trek TNG on   count?,irony
4077,"When you B* twitpics a pic of KW calling him a Jackass, but his is really the jackass himself by ukuteketisa his wife Kimmy.",irony
4085,What's your number is a great movie because it has both   and   ...and Pratt's wife hooking up w/ Evans😂,irony
4091,Nice editing on  there: Blair's beyond the pale warning of Labour annihilation straight into Iraq enquiry.,irony
4135,Great piece?  Its absolutely sickening and shits on those who make free speech possible.,irony
4143,"This guy has Obama-Hitler handle, with a  avi and is a Trump supporter. Amazing.  is dead.",irony
4235,that   would fall this way on my newsfeed with sarahstage both gorgeous both amazing,irony
4246,"The finest beaches, great cuisine, beautiful weather &amp; irony.",irony
4265,Signs had to be put up because people forgot where the training would be.,irony
4274,"yeah, ur staff looked at us sev times &amp; never addressed us. My poor hubs had just been bragging about your good service.",irony
4286,SO GOOD TONIGHT. Mostly speechless.,irony
4309,"humans spend whole lives tryna fulfill the need to belong, to a family, team but in this life you really are on your own",irony
4318,"The  houseguests are a needy bunch. They constantly seek validation that they're ""playing a good game"".",irony
4327,Someone on FB posted about being unplugged from  and feels great...but posting a message on FB about it.,irony
4350,"I spent my last £3, until Monday, on being able to vote for a Labour Leader who stands for greater social equality.",irony
4409,Wow -really jealous! Tried numerous times to get partner   to come with me but refuses as doesn't like camping.,irony
4411,lol   was really meant to wear the jersey  bc he is was born in 88.  🙅🏽,irony
4413,"“Good artists copy, Great artists steal”  Steve Jobs",irony
4421,"listened to it the with my window open...a bird flew into it, guess the pigeon has a good choice in music",irony
4447,waving goodbye to parents at the airport hoping they get home ok and telling them to message when they do,irony
4451,I do mine on Tuesdays so I feel good enough to catch up on sleep during the weekend.,irony
4456,"Dear Facebook,  Thanks for your wishesh. But Its our 69th Independence Day.",irony
4465,Sharma at no .3 is brilliant move.He has tym &amp; again proven hw quality batsman he is.He proved it 2 day.U just hav 2 gv hm tym,irony
4469,"u can only spread hatred, as you are good at polariziation, riots and cheating ppl in name of religion,",irony
4484,"Hahaha , this is nice! I've written ""I've lost control"" and now I am followed by someone, who help people find lost things.",irony
4491,Gotta love it when you can't watch a T-swizzle video because of a copyright claim on youtube by T-Swizzle lol,irony
4505,Lmfao I can'tttt!!!!!,irony
4510,packed this yesterday to wear today...we clearly were thinking the same thing 😋😉,irony
4513,How sad it is that we have to watch a show on Saturday night telling us how good Saturday night TV use to be,irony
4522,Watching a show that celebrates all that WAS good about Saturday night TV because there is nothing good on now... 😂,irony
4530,"Funny how really good looking people tell the rest of us how attractive 'a good heart' is, but they sure won't date us!",irony
4534,A great  by   about  .     if agree.,irony
4558,Minion &amp; Myriad are pretty good. I guess I'm fine with Rob getting the award.,irony
4599,That moment when you are writing a post about how good Windows 10 is and it suddenly crashes...,irony
4602,People own DSLR's but don't own a good computer which can process those pics  ! — feeling silly,irony
4607,I really hope this won't be one of those life-imitates-art situations.,irony
4626,...once found this in a bin in !  Apart from anything else a book in a bin upset me,irony
4636,yes after a hour nd half I got through to someone... Thanks for your speedy response tho👍🐢 all this from nations fastest network,irony
4648,A commercial for The Hopper on how great it is to skip commercials. Where is the hopper when I need it.,irony
4653,Have you ever noticed that those who demand that you listen to them are often themselves really bad listeners?,irony
4676,"I wish 1K likes could clean idea, or cut the tax slab, or really bring ache din",irony
4716,"Thanks to great service from   in Toronto, was able to get an earlier flight home - and watch the Jays!",irony
4718,All the shit about benteke not being good enough and 100% of  fans have him in the team every week!,irony
4724,Another one of favorites.,irony
4727,Instagram worthy but doesn't taste as good as the one in London    …,irony
4728,Thanks to   for the new 'Xperia in Business' features.  Unfortunately my work Google calendar sync is now broken.,irony
4734,Why do we hate drama in our own lives but love it when we watch ?,irony
4756,"our town could do a great job at running the country, but sadly the word you were looking for was Corbyn.",irony
4764,"Constantinople,greatest Christian city in Europe, was not destroyed by Huns, Vikings or Turks but by Christian Knights of 4th Crusade",irony
4765,To do! Will be nice to be back    a Little Black Dress &amp; Black Tie Affair   ➰✨🍸,irony
4779,Nice Post. I once e-mailed the CXO of my health plan and she never responded :(,irony
4781,Media loves him bc he bumps ratings.   I like him because good or bad he's authentic,irony
4785,How wonderful to discover that   can deliver a catalogue to my house but not the furniture I ordered SEVEN WEEKS AGO.,irony
4823,"Great humour from  fans singing All we want is a decent referee (to the We all live in a yellow submarine, Beatles song)",irony
4828,you mean like the great man of letters GW Bush did,irony
4833,"When Mexico builds 's 2,000 mile wall, his supporters will all bitch about the Mexicans getting great construction jobs.",irony
4840,I to finish this button with the phrase.. With guava beans and a nice Chianti     Anyone…,irony
