ID,review_body,sentiment
9965,"Does most of the job but not all, however biggest drawback is a one use licence if anything goes wrong you have to contact customer service and hope that they will re-set the licence if not its another £25 down the drain.",multipolarity
38905,This would have been great but if you have windows 7 or 8 it won't run and can't get any help from the company. Its perfect on an XP unit,multipolarity
23769,"Would not auto load from the cd,but when I tried tor run the install program from the folder, it installed fine.",multipolarity
26312,I bought it as brand new but when I recieved it the wrapper is gone so I cannot give it as a gift because they would think its used since the plastic warpper is missing. I guess everything else is ok but I returned it because it doesn't look new.,multipolarity
42614,"I had to repurchase some of my programs ,because they would work with xp but not this version. Besides that there's not much difference. I can't fix my photos either with this version.",multipolarity
7300,Product works... What I am used too just new version and hopefully some of the bugs are fixed... Software could be better in my opinion but that has nothing to do with seller...,multipolarity
72993,"I was disapponited when i got this, i don;t think it was the program, something is wrong with my computer, it installed but wasn't loading.",multipolarity
70170,"This Norton product seems effective for Internet Security, but doesn't let you know that it is running in the background or give you control to postpone certain actions, so we are held captive from using the computer until it is done.",multipolarity
123163,Tax Cut far surpasses Turbo tax. Can back up in the program and figures recalculate with no mastakes unlike Turbo but found this a bit cheeper elseware. Only thing dislike about program is its owned by(ugg)H&R.,multipolarity
132552,"Lots of information and utilities, but difficult to follow.  However, it's tough to beat the price for what you get!",multipolarity
122081,"Office isn't the best design product ever, but if you have to use it you have to use it.  Their is not real substitute for OS X.",multipolarity
46937,"...but it doesn't allow you to sort addresses the way you would need to do if you are using it for a professional database. Its a good organizer for the price, but that's about it!",multipolarity
67880,It does a lot but there were some specific apps I wanted that I could not find. Each time I use it I learn a little something about it.,multipolarity
18628,"Hard to make calendars, but great with cards.",multipolarity
16471,SOFTWARE IS AOK.  But my license expired after a few months.  No fault to MacKichan.,multipolarity
45359,"It is fun, but I really expected it to be like some of their other games.  The challenges are not that challenging.  Some games are childish.",multipolarity
85243,I do like Outlook 2010 but ran into problems with it that couldn't be fixed. I tried for weeks and then just uninstalled it.,multipolarity
856,"I have only used it once, but am satisfied with the use of it so far.  I will be able to rate it 5 stars once I see if can use it again as it stated on the box.  I am supposed to be able to use it 9 more times.  On a whole, I am quite satisfied.",multipolarity
84070,You will be missing the curve tools if you used to PS.. but still you can do most of the things you do with normal PS.. it worth trying for amateur photographers.,multipolarity
102072,"there are better easier to use programs but this isn't bad for the price.  Produce calendars, brochures, business cards and more but be patient.",multipolarity
77408,So many forms in here. I would even venture to say most of them are unnessesary. I have my own small business and thought this would help; but the ones I use could have been found on google.com,multipolarity
75175,"Having a hard time with Product Key, it is working for now but when I keyed the code in, it kept telling me it did not exist.<br />Hoping it doesn't lock me out",multipolarity
55932,Works but a little clumsy to use.  Don't really care for this one.  There must be something better out there.,multipolarity
109758,"A little confusing.  Need to be patient to learn how it all works.   Helpful.  Interesting.    However, it may not be your way of writing a book.   But that is okay.",multipolarity
29867,"That's not what I really expected, but it is OK!",multipolarity
72973,"I did not notice any difference in my Imac,  i want to down load face time but it still not working.",multipolarity
36427,"This version of Turbo Tax worked easily, but I didn't like &#34;extra charges&#34; coming out of nowhere late in the process of doing our taxes.",multipolarity
48681,"It does the job (mostly), but every year it's missing something, so I have to go to their forums and try to get an answer. This usually works out, but is time consuming. Thus three stars, as it's always lacking something for me.",multipolarity
71102,"Works fine but Norton treats you like a drug pusher: if you try to go to another brand it leaves nagging pop ups forever on your registry, which is difficult to remove.",multipolarity
85593,"It works on newer PCs, but not older ones. Like Ubuntu, it is hard to configure printers and wireless devices to it. I do like the looks, but I guess I have to stay with Microsoft.",multipolarity
75169,"bought this because I lost the old hard drive on my mac, it was an upgrade from my old version but there was no real difference in the performance from what i could tell.",multipolarity
91176,"Great program, but hard to use. I did the tutorials successfully, but still find it difficult to navigate, even after messing with it for quite a few hours.",multipolarity
88222,thiis game was fun.. but for me it only took a couple hours to finish one game. im really good at hidden object though.. and it wasnt scary or creepy at all..,multipolarity
66899,Yes it has 20 different games but they are repetitious and boring. And it only downlaods one game at a time.,multipolarity
75133,"I don't know what happen, but every month We have tu reinstal the program. The tool is good, we are lerning English, next time we will explain beter for you. Recomend this Item.",multipolarity
30449,"Not what I was Looking For, But It's Okay",multipolarity
37121,"Its ok, but wasn't but some words where left out.",multipolarity
106562,you need to have a mail client to submit files to be scanned. could be a little more easier to use but it's not a deal breaker.,multipolarity
118282,"The TurboTax product line has become confusingly complex.  I read several checklists that showed the \\""Deluxe\\"" product included a state return, but THIS one does not.  Last year's Deluxe Federal PLUS state cost $40.",multipolarity
9574,Product  seems to be working just fine. The only thing is when I order the product it said for 6 units. But it is for only 3 units. So that means I will have to buy another product for 2 more units.,multipolarity
115833,"You must have the CD in to play! Not very cool.<br /><br />Yeah, I should've paid more attention to the description. I'm really not interested in buying and owning software that is nearly a decade old. But alas...",multipolarity
16427,I've been using Quicken for years and it gets the job done but set up can be a little complicated - go slow and read every prompt carefully.,multipolarity
32145,"Nice try !!!  BUT I've been running Web Root's Internet Security Plus,for the last 3 years.PERIOD !!!",multipolarity
94581,"I ordered this but it was not the one I wanted.<br />sold it to my friend for same price I bought it for.He seems to like it alot. Thanks, the software arrived on time and was in excellant shape.",multipolarity
91155,"This program Came with Wacom bamboo tablet, but I would'nt have paid for it.not very flexible. Elevates photo shop's value",multipolarity
54422,The games and memory lessons do their job but it was difficult to stay motivated in working on my studies.,multipolarity
99159,I purched print shop 3.0 it arrived ok Iinstalled it ok but trying to make a card  has got me puzzeled Iwant to make a card quarter size so front inside and back are all on one a4 sheet.can anbody help,multipolarity
108200,I've lived with this operating system for awhile and I have grown to like it. It is much faster and prettier than XP but it takes awhile to figure out where things are in it.,multipolarity
42389,Copies video fairly well but doesn't have a lot of editing tools. Haven't been able to find a burn format that will play on all different DVD players.,multipolarity
40808,"This is ok, but Norton now charges for helping customers.  When my subscription comes close to running out I will be looking for a different brand.  Sorry Norton... I was a consumer for many years... your company lost a loyal customer.",multipolarity
113268,"Price does not justify difference in my 2007 quicken that i had. For some it mite be better than the 2007 But not for me. i FIND IT HARDER TO GET AROUND IN THAN THE 2007. I did like the fast shipment, and price discount that Amazon offered.Thanks",multipolarity
3288,"Still gives protection, but it doesn't work as good as used to.",multipolarity
59091,"Ordered a large True black for son. The shirt is attractive, but not a true waffle weave. It's very light weight and runs very small.",multipolarity
118288,Its better than the 360 version but still no Call of duty or even call of duty-ish.    THIS IS THE UK VERSION: REGION 2,multipolarity
89132,"I'm feeling a bit lost.. I've figured out most of the operational aspects, but I cannot figure out why it has totally messed up my Wifi connection with my printer.",multipolarity
125706,"I haven't used it extensively, but seems good for topics I searched. But nothing beats Wikipedia - and ease of use it has - just for sake of authentic material - I bought this product. Thats why only 3 Stars.",multipolarity
70524,BOTH BOX AND AD STATE &#34;PLUS&#34; HOWEVER WHAT IS SHIPPED IS BASIC . YOU MUST GO ON LINE TO PURCHASE  &#34; PLUS&#34;. BASIC PART WORKED FINE NO PROBLEMS. BUT FEEL THAT PRODUCT WAS NOT AS ADVERTISED..,multipolarity
35240,"It was not so easy to create a video with my pictures, but I was finally able to create disk after finally working with the program. I've worked with other programs which are easy to create video disks.",multipolarity
46974,Pretty good product that protects well but it's a resource hog.  I kept it for the subscription duration but ended up going with the free windows defender product.,multipolarity
32513,"Works great but complicated.  I usually revert to using MS Photo Gallery.  But, this may be useful sometime in the future for a complicated photo.",multipolarity
116094,"I bought the miBook for my sister and she's thoroughly enjoying it so far.  She hasn't tried to put her own recipes in it yet, but hopefully it will be effortless.",multipolarity
24332,"Still a good product, but some functions change every year...whether or not it is needed.",multipolarity
54780,"it does what they advertised it would, it's simple, the provided tape player doesn't seem very solid and I'm pretty sure it won't last long but with the software, I can use any tape player which is convenient.",multipolarity
28804,"It is what it is. I didn't like Win 8.0 when it came out, like a lot of people. But if you need a new OS what are you going to do? Buy the older version? I'll get use to it. I don't know why it has cost so much.",multipolarity
45199,basically had to install virtual technician and fix every install I did with these on all 5 computers I put it on.  I love mcafee and have used it for years and years but not too impressed with this particular one.,multipolarity
27832,"It's an outdated game that runs fine, but minor things made me give it this review. For one; there were scratches on the disc, even when i ordered it new. It also came in a manilla CD case. Not the actual game case.",multipolarity
4596,You have to upgrade.  Imposed change/purchase is something I am not a fan of.  But there are some added features I like. Quickbooks is very good - once you get more familiar and are aware of some of its quirks.  Installing new version was a breeze.,multipolarity
87764,I bought this as was gift for a friend who wanted it but has not yet used it She has a library of over 200 BUS tapes that she wants to convert to DVD and it overwhelmed her.,multipolarity
30294,"Delivered as expected and product is as described, but nothing above and beyond my expectations.",multipolarity
49727,I'm not sure what the problem is but I had to un-install Malwarebytes from my computer.  It was slow and seemed to slow down functions of the processor.,multipolarity
69655,"By process of elimination this product is good if not great... but only by process of elimination,in other words the other Competition sucks so bad Which makes this product good",multipolarity
88966,"I think Nero took a step backward with version 10. This version does some things better than Nero 9, but overall Nero Kwik Media and Nero Vision are disappointing.",multipolarity
83206,"Good for  older computers ,we had the program before ,but this version wasn't updated for newer windows programs. It didn't work on windows 7 .",multipolarity
54193,"They me just product key , without package<br />But Picture shows different , you can see that with the original pack<br />Thanks",multipolarity
53577,"Works pretty much as 2011. The Report function does some strange things with Actual vs. Budgets. It works, but some times, the Actuals do not show up. Like Turbotax, it takes a long time to launch.",multipolarity
64613,The addon was fine but the problem was there was no 3-D cockpit when I downloaded it but the detail on the outside of the plane was very realistic,multipolarity
88157,"Been using this for a few years. Cheaper to buy new when the old runs out than to renew. I've read that you take a performance hit vs. other products, but I have a beef with McAfee and Norton is too expensive.",multipolarity
87308,"Very good product but not easy at all to manage it your self , you most know deep technicall details",multipolarity
112735,It really slowed my laptop down.  It's a good program but be warned about its capacity to slow down your applications.,multipolarity
36749,Received the software but this software sucks!,multipolarity
112595,This is a great idea but the stickers dont stick too well.  Easy to figure out on the computer but not the best quality!,multipolarity
73602,"Arrived in good condition, easy to install.  Kind of boring but OK as a relaxer.  A good way to learn words and how they are spelled.",multipolarity
